herkunftId,bemerkung
174,"Gelegen in der Grafschaft Neuburg am Inn, die Teil Oberösterreichs war."
1074,Grein?
939,"Eindeutig nach Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935) 245.
Gehörig zu Haibach ob der Donau. Die Ortsbezeichnung ""Rametsee"" ist auch als identisch mit ""See"" in den MAtriken von Haibach ob der Donau verwendet!!! Eine kleine Unsicherheit bleibt überdies, ob Rametsed tatsächlich identisch mit Rametsee ist, wenn dies auch bei Schiffmann so angegeben wird.

Heute abgekommen. Nicht zu verwechseln mit dem Ortseintrag ""Ramesedt"" in der Schlögener Schlinge in Google Maps.
 
"
41,Achtung: Nicht verwechseln mit Duggendorf!!!
1158,Dieser Eintrag bezieht sich auf einen Eintrag mit zwei Schiffmeistern aus zwei unterschiedlichen Orten.
176,"Alle Personen anhand von Waren und Vorkommen in umliegenden Orten identifiziert und vereinheitlicht. Bitte, nicht wieder ein ""Salnau"" in Oberösterreich anlegen. Danke."
1079,"Der Ort wird in den AMP nur im Zusammenhang mit einer Holzlieferung an Graf Traun genannt. Die Lesung ist überdies unsicher. Der Floßführer, Johann Georg Seidl,  könnte identisch mit einer Person aus Krachenhausen sein, jedoch erhält Graf Traun sonst Holzlieferungen aus Abensberg. Eine eindeutige Zuordnung ist ob der zweifelhaften Lesung und des nur einmaligen Vorkommens derzeit nicht möglich. Die Grafen Abensperg Traun waren seit 1662 im Besitz der reichsunmittelbaren Herrschaft Eglofs im Allgäu, während des Spanischen Erbfolgekrieges gelangten sie auch in den Besitz der namensgebenden Herrschaft Abensberg an der Abens. Die in den AMP aufscheinenden Holzlieferungen dürften am ehesten aus der Herrschaft Abensberg stammen. In unmittelbarer Nähe zu Abensberg an der Donau befindet sich der Ort Hienheim. Evtl. gibt es hier eine Verbindung zu ""Hienau""? "
1070,"Wichtiges Zentrum der Kienrußherstellung. Vgl. dazu auch die Krems-Datenbank!
Wichtig v.a. die Familien Weber und Dressel. Evtl. bei den Namen den Ort ergänzen?"
1080,"Salzburg, Bayern, Oberösterreich?
Eine Nachschau in den div. Matriken hat keine eindeutige Klärung gebracht!"
1081,"Die Auflösung des Ortsnamens ergibt sich aus der Person Veit Schröder, der u.a. aus Ohlstadt kommt. Die Nachbargemeinde ist Eschenlohe."
1082,"Wahrscheinlich Teil von Hauzenberg. Mehrere Taxberg, Taxenberg in Bayern? Evlt. auch Dachsberg (Prambachkirchen) westlich von Eferding. Eher Dachsberg bei Eferding, aufgrund der Herrschaft. Raten alleine ist zu wenig!

RICHTIG: Dachsberg/Prambachkirchen - vgl. den Eintrag zu ""Herrn Schiefer"" und die Geschichte des Schlosses Dachsberg: https://de.wikipedia.org/wiki/Schloss_Dachsberg"
1084,Heute Burgenland.
829,"Latein: ""Cassovia""."
1087,Teil von Ofenstetten
1105,wsl. Neufelden
439,"Alle unter W. in den AMP genannten Personen scheinen auch unter Orten entlang der Donau und Mühl von Passau flußabärts auf. Sowohl in Oberösterreich als auch im Umland von Passau gibt es zahlreiche Möglichkeiten, da ""Wasen/Waasen/Wassen"" ein Toponym für Grünland bzw. eine Feuchtwiese oder freuchte Erde an sich war. Es dürfte auch eine gewisse Überschneidung mit der Bezeichnung ""Wiesen"" bestehen. Vgl. dazu z.B. den Eintrag ""Wisn"" als Ortsbezeichnung bei der Mündung der Kleinen Mühl in die Donau gegenüber von Obermühl in der Josephinischen Landesaufnahme und der Liegenschaftsbezeichnung ""Waasenlenz"" am selben Ort im Franziszäischen Kataster. Ob es sich bei den W.-Orten in den AMP um diesen Donau-Mühlabschnitt oder einen der anderen W.-Orte handelt, konnte bis dato nicht gekärt werden."
808,"Einzelhaus bei Kobling. ""Schauer"" in Mapire / Katasterplan verzeichnet. Stimmt auch mit den anderen Angaben der Person Stephan Dorner überein. Siehe auch Schiffmann Bd. 2, 343."
551,"https://de.wikipedia.org/wiki/Skalica
Heute in der Slowakei."
1118,"H. wird nur einmal in den AMP genannt. Die Person, Frau Schützin, wird sonst nicht genannt, die Ware (Frauenschuhe) ist unspezifisch. Der Transport geht donauaufwärts, weshalb ein Ort flussaufwärts von Aschach anzunehmen ist. Es kommen zahlreiche Orte mit Namen H. bzw. auch Heilbronn und Heilbrunnen in Frage."
1123,"Heute Slowakei! Nicht mit Sommerein in NÖ verwechseln, wenn es um die Paulaner geht, denn dann kommt nur der Ort S. in der heutigen Slowakei = Šamorín (eigentlich auf der großen Schüttinsel) in Frage."
822,Wahrscheinlich Nieder- oder Oberkappel
1125,"Ort wohl in Oberösterreich/Passau. Siehe Ortsnamensbuch des Landes OÖ, Bd. 10 (1997), Register! Siehe auch SCHIFFMANN, Bd. 2, 223f.
Evtl. Öttingen (eher unwahrscheinlich), siehe Familienname Doblinger = Dullinger?"
1126,"Miesau bei Christianberg (K?iš?anov), dort eine Glashütte nachweisbar."
1127,"Maria Langegg (Niederösterreich), da es sich um die Lieferung eines Bildes an einen Pater Melanser handelt.
In Maria Langegg bestand seit 1645/47 ein Servitenkloster."
1128,"Nicht identifizierbar: Alle üblichen Verzeichnisse nach allen Varianten - Hofegging, Hoffegging, Hofeging, Hoffeging, Hofecking, Hoffecking, Hofeking, Hoffeking - durchsucht!"
1130,Evtl. Verschreibung von Falkenstein.
1132,"Am ehesten ist hier wohl Pfalz-Neuburg gemeint.
Die einzige Person, Georg Kobl (Kolb?), kommt auch unter Kallmünz (Kobl/Kolb) vor."
489,"St. Martin im Innkreis.
Heute in Oberösterreich
Besitz der Herrn von Tatenbach: https://de.wikipedia.org/wiki/Schloss_Sankt_Martin_im_Innkreis"
52,St. Martin im Mühlkreis
837,"Wahrscheinlich Willersbach, Teil von Bernried, Landkreiss Deggendorf in Niederbayern."
1133,"Zu O. gibt es nur einen Eintrag in den AMP. Dieser bezieht sich auf eine Person namens ""Thomas Paschinger"", der u.a. auch unter ""See"" (siehe auch dort), dem Augebiet von Haibach ob der Donau, aufscheint. In den Matriken von Haibach sind zahlreiche Einträge zu Familie Paschinger und auch zur Person Thomas Paschinger zu finden. Als Ortsangabe scheint dabei ""bey der Thonau"" auf. Eindeutig ist daher die Zuordnung O.s zu Oberösterreich. Evtl. könnte es sich bei O. um den nördlichen Abschnitt des Augebiets zwischen Haibach ob der Donau und der Donauschlinge bei Flakenau/Grafenau handeln. "
1134,"Der Ort ist eindeutig zuzuordnen, da die einzige Person, Peter Mayr, in den Matriken von Oberplan gefunden werden kann: https://digi.ceskearchivy.cz/3692/157/1618/1978/57/0"
1135,"Die Lesung des nur ein Mal in den AMP (1706-1740) genannten Orts ist unsicher. Das Frachtgut ""Essig"" spricht für den bayerischen Raum."
365,"Zu trenn von ""auf der Wimm (OÖ)"", das zu einem Pfarrer in OÖ gehört.
Dieses v.d.W. liegt hingegen im heutigen Bayern. Das kann man zumindest über die Person Sattler herausfinden. Außerdem gibt es im Umkreis der Sattlers die Familie ""Wibmer"" in den AMP. Beide Familien scheinen unter Seestetten und Einöd auf! Die Wibmer (Wimmer!) hatten im gesamten Umkreis Besitzungen wie aus 
Josef HOFBAUER, Historischer Atlas von Bayern, Altbayern Reihe I, Heft 20: Die Grafschaft Neuburg am Inn (München 1969) passim, hervorgeht. Historisch könnte die Ortsbezeichnung auch zur Grafschaft Neuburg und damit zu OÖ gehören. Am nächsten wäre ein Wimm, OT von Vilshofen. Dieser Wäre hisorisch aber wohl die Grafschaft Neuburg am Inn und damit oberösterrechisch. Möglich wäre aber auch ein Wimm bei Gaishofen, historisch Passau.
"
1139,"Zahlreiche Vorholz und Vornholz-Ort an der Donau in Bayern und Oberösterreich (historisch auch im Hochstift Passau).
Dennoch eindeutig bestimmt (für Sebastian Grieblinger) -> siehe ausführlichen Eintrag im Ortsregister."
364,"Die einzige Nennung von M. in den AMP bezieht sich auf den Transport von Menschen (""schwäbische Leute"") durch einen Schiffmeister namens Georg Rieger. Ein passender Ort konnte nicht identifiziert werden. Evtl. könnte es einen Zusammenhang mit der schwäbischen Fuhrmannsstadt ""Mengen"" (and der Donau gelegen) geben?"
978,"https://de.wikipedia.org/wiki/Kelheimwinzer

Liegt im Bayerischen Reichskreis."
1144,"Zwar gibt es nur einen Ort O. im weiteren Einzugsgebiet der Donau (gleiches gilt für die Variante ""Oberort""), jedoch kann keinerlei Hinweis auf die Person oder Familie (""Simeth""), die in den AMP genannt ist, in den Matriken von Lembach im Mühlkreis (Pfarre von O.) gefunden werden. Eine wohl identische Person, Florian Simeth, scheint mit ähnlichen Gütern (Holzwaren) unter bayerischen Orten wie Sandbach und Haimbuch (beides OTe von Vilshofen) auf. 
Diese Diskrepanz sollte sich beim Vorliegen weiterer Datensätze evtl. auflösen lassen."
1145,Heute OT von Vilshofen.
1146,"Heute ein Ortsteil von Nittendorf, an der Naab, einem Nenebfluß der Donau, gelegen."
608,"Teil von Lengau, Bez. Braunau/Inn. Pfff.... muss nicht sein! Gibt auch ein Pfannstill direkt im Auengebiet um Aschach/Eferding, das evtl. mehr Sinn macht? CAVE!!!!
Alle Personen überprüft: Können eindeutig in den Matriken von Eferding gefnden werden (Adam Stocker ist noch evtl. fraglich). Pfannenstiel direkt an der Donau, heute abgekommen. In den Katasterplänen gut zu sehen!
Die Personen und Familien können auch in umliegenden Orten (Eferding, von der Au, Alkoven, Bergham etc.) nachgewiesen werden."
533,"Identifizeriung unsicher: Monheim in Bayern (Schwaben) liegt nahe aber nicht direkt an der Donau. Mannheim (Kurpfalz) hat keinen Zugang zur Donau, auch nicht Monheim am Rhein. 
Eine Identifizierung ergibt sich für den Nadelhändler Philipp Schreiber. Nadeln wurden in Monheim (Bayern) hergestellt: Doris Pfister, Donauwörth. Der ehemalige Landkreis (Historischer Atlas von Bayern, Teil Schwaben, Reihe 1, Heft 17, Kallmünz 2008) 143.  Pfalz-Neuburg (Neuburg-Sulzbach), ab 1777 bei Bayern."
1149,"Etliche Möglichkeiten in Bayern und Oberösterreich.
Nur eine Person ""Martin Simet"".
Zahlreiche Möglichkeiten? Oberau an der Loisach?"
1150,"Eine eindeutige Zuordnung ist derzeit nicht möglich, da mindesten vier Orte möglich sind, die sich alle in einem engen Umkreis um Passau befinden. Ein Zuordnung anhand von Personen und Gütern (Holz) ist daher zu unsicher.
In Frage kommen: 1) G.als OT von Hauzenberg, 2) G. als OT von Hofkirchen an der Donau, 3) G. als OT von Röhrnbach, 4) G. als OT von Triftern.
Entweder Bayern oder Passau.
Eine der Personen, Balthasar Pachmayr, kommt sonst auch aus Eggersberg mit Holz. Aber auch dieses ist nicht eindeutig zuordenbar..."
1151,"Mehrere Möglichkeiten im Bereich Passau/Salzburg.
https://de.wikipedia.org/wiki/G%C3%B6tzing

In den einsehbaren Pfarrmatriken von G. (Pfare Fridolfing-Mariä), G. (Pfarre Tiefenbach) und G. (Pfarre Schönau/Rottal) konnten kein Hinweise auf eine Familie ""Pfaffenbauer"", die als einzige in den AMP genannt ist, gefunden werden. Die Gemeinde G. in Kärnten ist auszuschließen.
Ebenso ergab die Recherche in den Matriken zu Orten namens ""Getzing"" keinen eindeutigen Beleg: Getzing (Pfarre Trostberg) und Getzing (Pfarre Andorf). Die Matriken der Pfarre Aichkirchen (Getzing) beginnen erst mit 1771.
Schließlich bliebe nich der Ort Getzing als Ortsteil von Arnreit. Arnreit ist erst seit 1950 Pfarrort, davor gehörte es zur Pfarre Altenfelden. Auch dort konnte kein Hinweis gefunden werden. Es wurden auch die Matrikelbücher der Pfarre Rohrbach erfolglos nach Nennungen von ""Pfaffenbauer"" durchsicht. Der Ort ist daher als nicht eindeutig identifizierbar anzusehen."
1153,"Die einzige in den AMP genannte Person aus W., Andre Othmar, scheint auch unter Großweil und Kleinweil, beides an der Loisach gelegen, auf. Man kann daher mit großer Wahrscheinlichkeit annehmen, dass es sich um einen dieser beiden Orte handeln dürfte. Eher unwahrscheinlich ist aus dem vorgenannten Grund die Gemeinde W. in Oberbayern, Landkreis Landsberg am Lech."
985,"Der Ort ist duch Recherchen in den Matrikelbüchern eindeutig bestimmt! Dies gilt für alle Mitglieder der Familie ""Strimizer"".
Aussee liegt an der Traun und hatte daher auch Zugang zur Donau."
1157,"Zwischen Kallmünz und Pielenhofen: https://de.wikipedia.org/wiki/Duggendorf
Nicht zu verwechseln mit Deggendorf."
1164,Heute Teil von Wörth an der Donau.
1166,"heute Ortsteil von Novi Sad in Serbien 
(historisch aber wohl eher zum Königreich Ungarn - Batschka?)
NEIN! Gehörte während der ganzen Zeit zur Militärgrenze!"
1168,Thurnstein in Niederbayern oder Thurnstein in Südtirol
1169,"evtl. auch Kötting, Kotting, Kätting?
Nur ein Eintrag ohne Waren. Momentan nicht identifizierbar.
Evtl. handelt es sich um den Ort Kötting, ein Ortsteil von Thurnsdorf/St. Valentin. Die Durchsicht der Pfarrmatriken von St. Valentin hat jedoch keinen Beleg für eine Familie ""Welhertinger"", die in den AMP genannt ist, erbracht.
"
1171,"Laut Geonames eine Vielzahl von Möglichkeiten:
https://www.geonames.org/search.html?q=Erlach&country=DE
Am ehesten wohl im südostbayerischen Raum zu suchen, wenn man Personen und Waren betrachtet. "
1172,"Namensvarianten kommen evtl. vom lat. Quintanis [Künzing]:
https://de.wikipedia.org/wiki/Kastell_K%C3%BCnzing

Cave: Nicht mit ""Chiemsee"" [Kiemse etc.] zu verwechseln. Bei Unsicherheit lieber das undefinierte K. nehmen statt Chiemsee.
Gebracht werden Holz, Schnecken, Tuffstein etc. Das passt kaum zum ""Künzing"" und zum Chiemsee.

"
1179,"Mehrere Möglichkeiten im heutigen Oberösterreich. 
Eindeutig, da der Müller Johann Scheller (Schiller) in den Matriken von Esternberg nachgewiesen werden kann:
ie heute weitgehend abgekommene Bezeichnung einer Mühlenanlage (Sägewerk?) bei der Einmündung des Kößlbachs in die Donau. Aktuell ein Gasthaus (in Betrieb?). Die Liegenschaft gehört zum OT Unteresternberg von Esternberg. Esternberg kam nach dem Frieden von Teschen 1779 mit dem Innviertel ('Innbaiern') zu Österreich. Zum Namen vgl. SCHIFFMANN, Ortsnamen-Lexikon, 484."
1181,Passau oder Paßl?
892,Siehe Söldenau!
1187,Hofmark im Herzogtum Bayern.
1189,"Mehrere Orte möglich: https://de.wikipedia.org/wiki/Oberhaid
Evtl. jenes bei Cham?"
452,"Die Zuordnung ""Berg in Unter Oester."" zu Perg (Oberösterreich) ist korrekt. Der Eintrag bezieht sich auf eine Lieferung von 14.000 Dachziegeln 1710 für das 1708 abgebrannte Gotteshaus in Perg. Vgl. https://de.wikipedia.org/wiki/Stadtpfarrkirche_Perg."
1196,Evtl. identisch mit Iggensbach? (Siehe die Person: Georg Zacher!).
758,Personen aus R. können in den Matriken von St. Margarethen gefunden werden: https://data.matricula-online.eu/de/oesterreich/tirol/st-margarethen-dioezese-innsbruck/
944,"Siehe Mapire. Direkt bei Untermühl an der Donau.
OT von Kirchberg ob der Donau."
1198,evtl. der heutige Ortsteil Sallach von Geiselhöring. evtl. auch Seilbach der Gemeinde Saal an der Donau. 
1199,"wsl zu Bayern?
Wohl Irring? Siehe Familie Fischer."
983,"Die alte Namensform z.B. in: Österreichische Weistümer, Bände 10-11, Register."
1201,OT von Hofkirchen an der Donau.
851,"Zu T. gibt es in den AMP (1706-1740) lediglich einen Eintrag, der sich auf den Transport von Kälbern und Kitzen (1725) durch ""Andre Hopflinger"" bezieht. Häufig kommen Tiertransporte aus dem oberösterreichischen Umland von Aschach, gelegentlich auch aus Tirol und Bayern. Ein passender Ort konnte bis dato jedoch nicht identifiziert werden.
Höchst unwahrscheinlich bzw. auszuschließen ob ihrer Lage zur Donau sind T. im heutigen Slowenien (historisch: Krain, Untersteiermark?), T. im Regierungsbezirk Minden sowie T. in Sachsen (Sachsenburg/Frankenberg) und T. als ehemalige Ortsbezeichnung auf dem Gebiet von Mörsch am Rhein."
1202,Lesung völlig unsicher/unklar.
1203,"Transportiert werden Schnecken. Daher für Matthias Herzog und Schneckentransporte die Zuordnung zu O. an der Iller  okay. Aber Cave: Theoretisch gibt es weiter Oberkirchberg in D und A.
Teil der Herrschaft Kirchberg-Weißenhorn der Fugger, aber unter vorderösterreichischer Oberherrschaft."
1204,"Lesung unsicher - Ort unklar! Nur eine Nennung, die anderen Familienmitglieder(?) sind alle ohne Ort."
1205,"Der Ort ist durch die gleichzeitige Angabe des Klosters zu Au in Bayern (am Inn) eindeutig bestimmt.
Hier ist bei der Erstellung der Ortsdatensätze eine eingehende Überprüfung mit den Au-Varianten, die alle zu Hagenau zusammengefasst wurden, vorzunehmen!"
1206,"Leonfelden (Bad Leonfelden). Zur diesbezüglichen historischen Schreibung siehe auch: https://de.wikipedia.org/wiki/Bad_Leonfelden
Die einzige Person kann auch in den Pfarrmatriken nachgewiesnwerden! Altwirth, Fleischhacker, kommt mit Frischlingen...
https://data.matricula-online.eu/de/oesterreich/oberoesterreich/bad-leonfelden/202%252F01/?pg=3

Siehe auch Konrad SCHIFFMANN, Historisches Ortsnamen-Lexikon des Landes Oberösterreich Bd. 2 (Linz 1935) 124f."
165,"Die Person Michael Leithner zweifelsfrei unter Prielhof in den Matriken von Waldkirchen am Wesen gefunden! Auch der Bäcker in Prielhof dürfte sich auf dieses P. beziehen, da Professionisten so gut wie immer aus dem oberösterreichischen Umland stammen.
Heute abgekommen, aber in den Matriken und im Kataster ist Priel/Prielhof (=Brüell/Priller) eindeutig zu belegen."
1373,"Bei Wolf Gigler einer der Ort P. in Bayern inkl. Innviertel, am ehesten Priel/Bogenhausen/München. Aber noch nicht eindeutig! Vorerst unbestimmt."
1208,"Zu R. gibt es nur eine Nennung in den AMP. Es könnte sich evtl. um eine Verballhornung von ""Roßleithen""(?) handeln. Der Familienname der in den AMP genannten Person (""Kolleneder"") gibt ebenso wenig Aufschluss wie die transportierten Güter (Holz, Schindeln), sprechen aber für den bayerischen bzw. oberösterreichischen Raum."
1209,"unklar 
Evtl. ist damit der Markt Aschach selbst gemeint? Der Schiffführer (Johann Rumblsdorfer) ist sonst unbekannt."
976,Personen und Güter (Kalk!) sprechen gegen das Haiming in Tirol und eindeutig für Haiming am Zusammenfluss von Inn und Salzach in Bayern.
1092,Siehe auch Nicklsbach.
1210,"Ortsteil von Neukirchen, gehörte zum Landgericht Mitterfels.
"
1117,"Im Mühlkreis, nördlich von Obermühl; Gemeine Altenfelden."
1211,"Bereits seit dem Spätmittelalter ein Stadtteil von Passau.
Zur Bezeichnung ""Elzstadt"" für ""Ilzstadt"" siehe https://books.google.at/books?id=jRdDAAAAcAAJ&pg=PA491&dq=Elzstadt&hl=de&sa=X&ved=0ahUKEwiyktjKt_XgAhVL46QKHcoWBlcQ6AEISjAG#v=onepage&q=Elzstadt&f=false S. 491."
1213,event. Klosterneuburg
1214,"Zu L. gibt es nur eine Nennung in den AMP. Evtl. könnte es sich um Laichstätt am Regen, OT von Cham, handeln. Eine gleichnamige Person, Thomas Niedermayr, scheint auch unter ""von der Au"" und ""Schaden/Scharn"" auf, was nicht zum Gebiet um Laichstätt passt. Derzeit eine Identifizierung nicht möglich.

HA! Nun doch identifiziert anhand der Einträge in den Matriken von Eferding; Name ist heute abgekommen, Schreibweise historisch vielfältig. Siehe den Eintrag im Normdatenregister! Ortebezeichnung noch im Joseph. Kataster nachweisbar. EINDEUTIG!!!
"
1220,"Liegt am Lech, südlich von Landsberg."
1221,"Das Servitenkloster Aggsbach liegt in Aggsbach-Dorf (zur Unterscheidung von Aggsbach als ""Aggsbach Markt"")."
1222,"Für Personen, die weder Aigen im Mühlkreis noch Aigen am Inn zuzuordnen sind."
1225,Reichsstadt
600,Heute: Bad Aibling.
1227,"Dies ist eine Ergänzung, die sich aus dem genannten ""Kloster St. Salvator"" ergibt. Die Klöster St. Salvator in Regensburg (Franziskaner) und St. Salvator in Passau (Gründung des späten 15. Jahrhunderts) scheiden mangels Weingartenbesitzes in Niederösterreich aus. [AS]"
1228,"Wahrscheinlich ist ""Griesbach (Untergriesbach)"" (siehe auch dort), jedoch konnte für die unter G. genannte Person, Franz Walcher, im Gegensatz zu allen anderen Personen aus ""Griesbach (Untergriesbach)"" kein einziger Beleg in den Matrikelbüchern von Untergriesbach gefunden werden. Wenig wahrscheinlich ist ""Griesbach (im Rottal)"". Da auch weitere G.-Orte im bayerisch-oberösterreichischen Raum möglich wären, bleibt G. vorerst nicht eindeutig identifizierbar."
1229,Unmittelbar nördlich von Garmisch-Partenkirchen an der Loisach.
1231,"Wegen der Ladung des Fahrzeugs ""Schnecken"" ist die Herkunft aus der Gegend um Ulm ziemlich sicher Kirchberg-Weißenhorn, Grafschaft der Fugger - oder doch Vorderösterreich?). Heute Teil von Weißenhorn. Evtl. ist auch Attenhofen in Niederbayern oder in Aalen (auch dort Schnecken) gemeint."
1234,"Identifizierung durch Personen, die auch unter Alkoven aufscheinen.
Nicht zu verwechseln mit anderen Bergham bzw. Bergheim."
1235,Wallfahrtsort/-kirche in der Gemeinde Scharten bei Eferding.
1236,"Velké Leváry, Nagylévárd (heute Slowakei)"
10,"Auch die sich auf das ""Kloster Niedernburg"" beziehenden Einträge haben als Ortszuweisung Passau und nicht Niedernburg!"
1240,"Durch das Kloster Asbach ist der Ort eindeutig identifiziert. 
Jedoch ist er nicht automatisch für alle anderen Ortsangaben ""Asbach/Aspach"" zu verwenden!"
1241,"Ort für Personen, die nicht eindeutig ""Audorf (Ober-)"" zuzordnen sind.
"
1040,"Eindeutig identifiziert durch den ""Dechanten"" von Aufhausen. Alle anderen möglichen ""Aufhausen"" waren nicht Sitz eines Dekanats. 
Geimeint ist sicherlich der Pfarrer und Dechant Johann Georg Seidenbusch. Siehe dazu den Eintrag in der Normdatenbank."
1207,"""nach Baaden"" / donauaufwärts. Baden bei Wien ist daher auszuschließen. Jedoch ist unklar, ob es sich um ein Territorium (Markgrafschaft Baden-Baden oder Markgrafschaft Baden-Durlach) oder um eine Stadt (Baden-Baden) handelt. "
630,"Auch der Eintrag zum ""Prälaten zu Paumbgartten"" muss sich auf Baumgartenberg beziehen, da das Zisterzienserkloster Baumgarten (Elsass) im 17. Jahrhundert bereits aufgegeben worden war, ebenso wie das Paulinerkloster Baumgarten im Burgenland. 
"
1245,Evtl. ein Irrtum und es müsste sich auch hier um die Salzlagerstätten im Temeschwarer Banat handeln.
1246,Kloster Prüfening
1248,"Unklar ob Berg bei Rohrbach, Perg oder eines der unzähligen anderen Berg in Oberösterreich und Bayern. Interessant könnte auch die Einschichte Berg als OT von Haibach an der Donau sein!
Diesen Ort bitte verwenden, wenn Personen nicht eindeutig einem der beiden anderen Orte zugeordnet werden können."
1249,"Für Personen, die weder Bergham (Alkoven) noch Bergheim (Feldkirchen) zugeordnet werden können.
Entweder einer dieser beiden Orte, oder einer der vielen anderen Bergheimorte in Oberösterreich und Bayern bzw. Salzburg."
1250,Unklar ob Götzendorf (Oepping) oder eines der Götzendorf in Bayern oder Passau.
510,Neubeuern am Inn!
1253,"Der Ort kommt nicht in der DB vor. Evtl. ident mit Armstorf. Von mir ergänzt, da Herkunft der Familie Salleck. (PR)

Habe den Ort gesondert in den Normdatensätzen angelegt, jedoch auch Armstorf und Arnsdorf belassen, da alle möglich sind."
1254,"Wohl entweder Reinhausen oder Neuhausen, da nur eine Person (Georg Eisenhut), ein Mal so aufscheint. Eisenhut scheint sonst unter: Stadtamhof, Reinhausen und Neuhausen auf. Verballhornung/Verschreibung?"
1255,"Zu den Schreibvarianten von K. siehe SCHIFFMANN, Ortsnamen-Lexikon, 31f.

Die in den AMP genannten Personen bzw. Familien Haslinger, Moser, Rossdorfer und Steininger können in den Pfarrmatriken von St. Aegidi vielfach nachgewiesen werden. Dort für den Ort K. auch die Schreibvariante ""Kößl"". Georg Rossdorfer scheint in den AMP überdies in etlichen benachbarten Orten auf, wie auch Georg Steininger und Thomas Haslinger."
1256,"Beim Zielort einer Ladung Kalk für das Kloster Tegernsee von 1737 (Hs. 136, pag. 534) ist eindeutig Achleiten bei Limbach in Niederösterreich gemeint, das Sitz des Kloster Tegernsee war."
1257,Ort kommt bisher in der DB nicht vor.
683,"Die aus A. stammende Person, Silvester Wieland, scheint sonst auch unter Abensberg, Kelheim und Saal an der Donau auf. Ein Ort ""Aughofen"" ist nicht nachweisbar; wahrscheinlich handelt es sich um eine Verschreibung/phonetische Wiedergabe des Ortsnamens ""Aunkofen"" (heute ein Ortsteil von  Abensberg/Bayern)."
1258,"Es dürfte sich bei N. um eine Verschreibung/Verballhornung von ""Auerbach"" (siehe dort) handeln. Zu N. gibt es nur eine Nennung in den AMP, die sich auf die Person ""Georg Spezinger"" bezieht, der sonst unter Auerbach mit identischen Gütern aufscheint. Georg Spezinger ist in den Matriken von Passau-Heining mit der Zuordnung Auerbach zu finden. 
"
1053,Bolzano
82,Heute zu Oberösterreich.
1162,"B. steht im Zusammnenhang mit der Reise zweier junger Grafen [von Bremen] nach Wien.
Nicht eindeutig zu klären, was gmeint ist. "
1260,"Ist eindeutig - die Person, Andre Redl, kommt sonst aus dem benachbarten Pielenhofen!"
1261,Herrschaft des Hochstifts Freising. Heute Katastralgemeinde Amstettens.
278,"Alle Personen überprüft -> okay! (Eine Person völlig falsch, neuen Ort ""Penk"" angelegt)"
528,In der Markgrafschaft Burgau gelegen.
549,"Die Zuordnung ist eindeutig! Die einzige Person aus ""Bürsch"" kann in den Matriken (z.B.: http://data.matricula-online.eu/de/oesterreich/vorarlberg/buers/390%252F3/?pg=46) nachgewiesen werden. Die Familie Graß/Grass ist bis heute in Bürs ansässig! (https://www.herold.at/telefonbuch/SHqkf_b%C3%BCrs/was_gra%C3%9F/)

Heute in Vorarlberg."
1262,Eindeutig bestimmt für Joseph Hochscharttner (Matriken: z.b: http://data.matricula-online.eu/de/oesterreich/st-poelten/st-valentin/01%252F06/?pg=41).
114,"https://www.historisches-lexikon-bayerns.de/Lexikon/Landst%C3%A4nde_Pfalz-Neuburgs#Liste_der_St.C3.A4dte
CAVE: Die Angabe in wikipedia, dass P. im Kurfürsten Bayern gelegen wäre, ist falsch bzw. für unserer Zeit missverständlich. "
1264,"Die aus Rohrbach (Kallmünz) stammende Person, Simon Pleyer, scheint sonst unter Duggendorf und Mossendorf (beides an der Naab) in unmittelbarer Nähe auf. Er verwendet nur Flöße und transportiert nur Holz, wie auch sonst alle Lieferungen von der Naab. Es konnte für eine Familie ""Pleyer"" auch kein Nachweis in den Matriken von Rohrbach im Mühlkreis gefunden werden."
115,Ortsteil von Burglengenfeld.
1265,"Kellmünz an der Iller; nicht zu verwechseln mit Kallmünz an der Naab! Muss man für jede Person genau evaluieren (Vorkommen in anderen Orten im Umkreis der jeweiligen Stadt; Waren: Schnecken=Kellmünz, nicht Kallmünz!)
Reichsritterschaftliche Herrschaft der Rechberger."
63,CAVE: Nicht mit Kellmünz (an der Iller) zu verwechseln!
1266,"Nicht eindeutig zu klären, ob es sich um Deggendorf oder Duggendorf oder noch einen anderen Ort(Duttendorf?) handelt."
1267,"Die einzige Person, die unter P. in den AMP genannt ist, kommt auch aus Öpfingen. Neben Passagieren (""Leute"") transportiert er auch Schweizer Käse und Vögel (wohl Singvögel aus Tirol). Eine Lage im Umkreis von Öpfingen ist daher wahrscheinlich. Evtl. könnte es sich um den Ort ""Boos"" in Schwaben (nahe der Iller) handeln."
337,1589 von Jakob Fugger gekauft und dem Zweig Babenhausen zugeteilt. 
1268,"Zur Identifizierung des Orts als St. Peter am Hart im Innviertel siehe Joseph Denk aus Braunau bzw. Mauerkirchen.
Jedoch gilt dies nur für die Familie Denk! Alle anderen Personen unter St. Peter sind in den Matrikelbüchern von St. Peter am Hart nicht nachweisbar!
Siehe daher auch immer St. Peter (am Wimberg) und St. Peter."
