personenId,bemerkung
3531,In den Matriken von St. Martin im Mühlkreis als Binder von der Mühl angegeben. http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=28
8225,In den Matriken von St. Martin im Mühlkreis als Hofwirt in der Mühl geführt. http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=41
30536,In den Matriken von St. Martin im Mühlkreis als Hofwirt in der Mühl geführt. http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=41
1004,Zur Herkunft siehe die Kremsdatenbank!
21627,"Es gab das ""Wiegerhäusel"" direkt an der Donau. Zu finden bei Mapire."
355,https://digital.blb-karlsruhe.de/blbihd/content/titleinfo/54184
32622,https://de.wikipedia.org/wiki/Johann_Benedikt_Gentilotti.
3888,"Franz Martin, Beiträge zur Salzburger Familiengeschichte. 7. Weiser, in: Mitteilungen der Gesellschaft für Salzburger Landeskunde 68 (1928) 123-126, hier 124."
21254,"Johann Bernhard Gentilotti von Engelsbrunn. Siehe Walter Aspernig, Eine Abrechnung des Buchkirchner Pfarrers Jakob Holtz über die Erneuerung des Vorgängerbaus der Kirche zu Mistelbach, in: Jahrbuch des Oberösterreichischen Musealvereins 151 (2006) 129-140, hier 135."
27262,"Salzburger Hofkanzler, ab 1729 als Tiroler Hof-Vizekanzler in ksl. Diensten. https://de.wikipedia.org/wiki/Johann_Franz_von_Gentilotti_zu_Engelsbrunn; https://www.sn.at/wiki/Johann_Franz_(III.)_von_Gentilotti_zu_Engelsbrunn."
16398,"Matriken von St. Martin im Mühlkreis: Adami Möslinger Förg und besetellter Mayr auf dem Weiger Haus
http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=92"
8270,"Matriken von St. Martin im Mühlkreis: Adami Möslinger Förg und besetellter Mayr auf dem Weiger Haus
http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=92"
1254,Matriken von St. Martin im Mühlkreis - Schiffmann in Neuhaus: http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=102
25812,"In den Matriken von St. Martin im Mühlkreis gibt es die Ortsbezeichnung ""auf der Dreysenau"": http://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-martin-im-muehlkreis/101%252F03/?pg=108
"
31156,"Gleichzeitges Vorkommen in Neuburg am Inn und Haarschedl - bei übereinstimmenden Waren, kein Nachweis einer Familie Hauser in den Pfarrmatriken von St. Martin im Mühlkreis=Neuhaus an der Donau."
27421,"Kann eindeutig in den Matriken von St. Florian gefunden werden. Bitte nicht mit Aichinger Wolf von 1652 zusammenlegen! Kommt daher auch NICHT aus St. Florian am Inn!
Nachweis in den Matriken von St. Florian (bei Linz): stirbt am 21. November 1735 im 72. Lebensjahr; als Berufsbezeichnung ist ""Pistor et Caupo"" angegeben (Bäcker und Wirt), was auch zum transportierten Korn perfekt passt: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-florian-bei-linz/301%252F02/?pg=99"
10129,"Es dürfte sich hier um eine Verschreiung des Mautners von ""Dietzendorf"" handeln!"
17388,Kein Hinweis auf eine Familie Höller in den Matriken von St. Martin im Mühlkreis. Eher Neuhaus am Inn.
31049,"Herkunft Quelle: ""Hegersperg"""
37137,Pockinger können in den Pfarrmatriken von St. Martin im Mühlkreis nicht nachgewiesen werden. Georg Pockinger liefert Baumterial für das Kloster Reichersberg am Inn an dessen Haus in Krems. Daher Neuhaus am Inn äußerst wahrscheinlich. Pocking ist überdies der Name einer Gemeinde im Umkreis von Neuhaus am Inn. 
31596,Es gibt um 1650 eine weit verzweigte Familie Strasser in Neuhaus bzw. St. Martin im Mühlkreis (Matriken).
34711,"""Schmidelsau"" ist eine Ortsbezeichnung an der Donau zwischen Aschach und Neuhaus an der Donau. Siehe auch das Geografikum ""Schmidelsau""."
28876,"Zusammenhang mit ""Wirt"" als Berufsbezeichnung in Neuhaus an der Donau unklar. Muss nicht identisch sein, da auch Johann Joachim aus Neuhaus als Wirt bzw. Hofwirt bezeichnet wird. "
8021,"Siehe Veit Würth, könnte also auch ein Familienname sein bzw. in einer Mischform gebraucht werden."
6787,"https://books.google.at/books?id=FPeam53pjgYC&pg=PA313&dq=KAiserau+Donau&hl=de&sa=X&ved=0ahUKEwjSrvuf5JzmAhVKw8QBHeGaAg4Q6wEIQTAD#v=onepage&q=KAiserau%20Donau&f=false

Auch als Haus-/Ortsbezeichnung ""Kaiser"" im Katasterplan (Mapire) zu finden. "
30459,"Gleichzeitges Vorkommen in Wasserburg und Haarschedl - bei übereinstimmenden Waren, kein Nachweis einer Familie Hauser in den Pfarrmatriken von St. Martin im Mühlkreis=Neuhaus an der Donau."
39315,"Die Zuordnung zu Neuburg am Inn erfolgt über den Transport von Pferden für Graf Hamilton, den Inhaber der Grafschaft Neuburg am Inn. "
39316,https://de.wikipedia.org/wiki/Eleonora_Gonzaga
29831,"Staatsrat und Kammerjunker von Wolfenbüttel. Vollständiges Diarium, alles dessen Was vor / in und nach denen höchstansehnlichsten Wahl- und Crönungs Solennitaeten Des (...) Herrn Caroli des VI. (...) Von Anfang biß zum Ende passiret ist (...) (Frankfurt/Main 1712) 86."
6921,https://de.wikipedia.org/wiki/Hofstallungen_(Wien)
29641,"Siehe auch die Einträge zu den Frauen Öxlin.
Es gibt an der Donau das Öxlgut, genau dort, wo heute die Exlau ist. Es dürfte sich also um eine identische Bezeichnung von Öxl und Exl handeln. Siehe dazu den Katasterplan:
https://mapire.eu/en/map/cadastral/?bbox=1551032.8625500768%2C6175395.258508564%2C1554661.2327364886%2C6176589.587075519&layers=3"
26154,"Siehe auch den Eintrag zu Matthias Exl.
Es gibt an der Donau das Öxlgut, genau dort, wo heute die Exlau ist. Es dürfte sich also um eine identische Bezeichnung von Öxl und Exl handeln. Siehe dazu den Katasterplan:
https://mapire.eu/en/map/cadastral/?bbox=1551032.8625500768%2C6175395.258508564%2C1554661.2327364886%2C6176589.587075519&layers=3"
33056,"Siehe auch den Eintrag zu Matthias Exl.
Es gibt an der Donau das Öxlgut, genau dort, wo heute die Exlau ist. Es dürfte sich also um eine identische Bezeichnung von Öxl und Exl handeln. Siehe dazu den Katasterplan:
https://mapire.eu/en/map/cadastral/?bbox=1551032.8625500768%2C6175395.258508564%2C1554661.2327364886%2C6176589.587075519&layers=3"
30358,"Benedikt PILLWEIN, Geschichte, Geographie und Statistik des Erzherzogthums Oesterreich ob der Enns und des Herzogthums Salzburg (Neue Ausgabe), 3. Theil: Der Hausruckkreis (Linz 1843) 220, https://digi.landesbibliothek.at/viewer/image/AC03629216/262/"
28196,Eine Identität mit Sebastian Preuer aus Sallatobel ist auszuschließen.
27836,Eine Identität mit Hofkammersekretär Sebastian Preuer ist auszuschließen.
3652,Quelle Vorname: auch Johannes
32348,"Die Zuordnung zu Saladorf (nicht Sallatobel, obwohl einmal so angegeben=Verschreibung des Mautners) ist korrekt, da Saulächer nur mit gelber Erde kommt und gelbe Erde in Saladorf in Bayern abgebaut wurde.
HOHN, Der Regenkreis Bayerns, 113: https://books.google.at/books?id=Q7FOAAAAcAAJ&pg=PA113&lpg=PA113&dq=Saladorf+gelbe+erde&source=bl&ots=YfVflG7VrD&sig=ACfU3U3hZs7o27Cc8VDWno3PDiioaXZxzw&hl=de&sa=X&ved=2ahUKEwi64JH-17LmAhW-UhUIHXBaB1oQ6AEwA3oECAkQAQ#v=onepage&q=Saladorf%20gelbe%20erde&f=false"
27079,"Die Zuordnung zu Saladorf (nicht Sallatobel, obwohl einmal so angegeben=Verschreibung des Mautners) ist korrekt, da Saulächer nur mit gelber Erde kommt und gelbe Erde in Saladorf in Bayern abgebaut wurde.
HOHN, Der Regenkreis Bayerns, 113: https://books.google.at/books?id=Q7FOAAAAcAAJ&pg=PA113&lpg=PA113&dq=Saladorf+gelbe+erde&source=bl&ots=YfVflG7VrD&sig=ACfU3U3hZs7o27Cc8VDWno3PDiioaXZxzw&hl=de&sa=X&ved=2ahUKEwi64JH-17LmAhW-UhUIHXBaB1oQ6AEwA3oECAkQAQ#v=onepage&q=Saladorf%20gelbe%20erde&f=false"
30650,Lesung Nachname unsicher.
21126,Dürfte eher zu den Hofer aus Tirol gehören!
30866,Evtl. die ksl. Hofdame und zukünftige Gattin des Grafen von Windischgrätz. D. Gottfried Ludwigs [...] Universal Historie Anderer Theil (Leipzig 1728)67.
31536,"Bis 1720 war die Herrschaft Grub im Besitz der Familien Dollinger (auch Tollinger in der Lit.) und Cronpichl, danach kam sie an die Familie Gartner. https://de.wikipedia.org/wiki/Schloss_Grub_(Kirchberg_ob_der_Donau)
Jedoch finden sich ""Dollinger"" mit der Ortsbezeichnung Grub in den AMP auch noch  nach 1720."
17229,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
19061,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
23811,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
24212,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
25258,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
27886,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
22709,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
34851,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
32796,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
29217,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
31970,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
23894,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
9208,"In den Matriken von Kirchberg ob der Donau als ""nauta in superiori mola"" verzeichnet. Z.B. Taufe seiner Tochter Rosina https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kirchberg-ob-der-donau/101%252F02/?pg=72

Einige Jahre Später (1713) als ""hospes"" (Wirt) ""in der Michel"" bezeichnet: https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kirchberg-ob-der-donau/101%252F02/?pg=77
(Taufe seiner Tochter Anna Maria). 

Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
35278,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
35371,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
29538,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
32789,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
33570,"Siehe auch die ""Knoglerhofstatt"" an der Donau im Katasterplan des XIX. Jahrhunderts: https://mapire.eu/en/map/cadastral/?bbox=1557129.5581803124%2C6176376.759501091%2C1560757.9283667242%2C6177571.088068047&layers=osm%2C3"
7673,"In den Matriken von St. Martin im Mühlkreis gibt es auch die Ortsbezeichnung ""auf der Dreysenau"". Siehe auch SCHIFFMANN, Ortsnamen-Lexikon, 219 zur Liegenschaft ""Dreiß"" und in Mapire [Dreiss]: https://mapire.eu/en/map/cadastral/?bbox=1558819.791626584%2C6174064.015011246%2C1560633.97671979%2C6174661.179294725&layers=osm%2C3 "
24759,"In den Matriken von St. Martin im Mühlkreis gibt es auch die Ortsbezeichnung ""auf der Dreysenau"". Siehe auch SCHIFFMANN, Ortsnamen-Lexikon, 219 zur Liegenschaft ""Dreiß"" und in Mapire [Dreiss]: https://mapire.eu/en/map/cadastral/?bbox=1558819.791626584%2C6174064.015011246%2C1560633.97671979%2C6174661.179294725&layers=osm%2C3 "
35238,"In den Matriken von St. Martin im Mühlkreis gibt es auch die Ortsbezeichnung ""auf der Dreysenau"". Siehe auch SCHIFFMANN, Ortsnamen-Lexikon, 219 zur Liegenschaft ""Dreiß"" und in Mapire [Dreiss]: https://mapire.eu/en/map/cadastral/?bbox=1558819.791626584%2C6174064.015011246%2C1560633.97671979%2C6174661.179294725&layers=osm%2C3 "
31473,"Quelle: ""Felden"", es handelt sich aber eindeutig um die Marktkammer Neufelden. Felden/Velden ist eine alte Bezeichnung von Neufelden. Siehe dazu SCHIFFMANN, Ortsnamen-Lexikon Bd. 2, 204."
29757,Schmied (Pinder) in Feldkrichen an der Donau. Eintragung in den Matriken z.b. bei der Geburt seiner Tochter Anna Maria a1705: http://data.matricula-online.eu/de/oesterreich/oberoesterreich/feldkirchen-an-der-donau/101%252F02/?pg=120
11329,"Eine Familie Rieder/Röder/Rüeder ist in den Pfarrmatriken von Feldkirchen an der Donau nicht nachzuweisen, daher hier das unbestimmte Feldkirchen."
12862,"Eine Familie Wispointner ist in den Pfarrmatriken von Feldkirchen an der Donau nicht nachzuweisen, daher hier das unbestimmte Feldkirchen."
10868,"In der Quelle nicht als jüdisch bezeichnet. Ein Frankfurter Juden, Mendel Emanuel Drach, war ein Schwiegersohn Samuel Oppenheimers."
8861,"In Ahnenforschung.net gibt es einen Eintrag zu dieser Person bzw. zum Ort Franzenöd/Franzenedt, der sich in Bayern bzw. in der Grafschaft Neuburg am Inn (oder Hochstift Passau, Herzogtum Bayern?) bzw. im Dreieck zwischen Inn und Donau befunden haben muss. Trotz dieses Hinweises ist es nicht nöglich, den Ort genau zu bestimmen [abgekommen?]:

https://forum.ahnenforschung.net/showthread.php?t=69045&highlight=Lycke&page=79
[aus: Hauptstaatsarchiv München, ""weitere Bände der Landshuter Abgabe 1979""]
Dort:
f. 99 ff, Erbschaftsquittung über das an seine Geschwister bzw. deren Nachkommen ausgeschüttete Erbe des Bartholomaeus Hausner an der Franzenedt. 300 fl. Die Erben quittieren der Ehefrau Margaretha, ihrer Schwägerin bzw. ""Maimb"", und ihrem neuen Ehemann Paul Pfäffinger, daß sie 300 erhalten haben. Die Erben sind: Abraham Hausner am Bauern-Gut im Haarschedl, Gertraud, Witwe des Adam Pfaffenbauer auf der Scheuröck, LG Vilshofen, Euphrosina, Witwe des Leonhardt Peter Müller auf der Gaissa, Bistum Passau, alle 3 anwesend, die Kinder des + Veit Hausner am Schmutzer-Hof, LG Vilshofen, Johann, Ursula, Catharina, Johann anwesend, vertritt seine Schwestern, die Kinder des + Jacob Hausner am Dainabauern-Gut zu Heining, Bärtlme und Anna, Anna ist anwesend und vertritt ihren Bruder, die Kinder des + Stephan Sagmaister, LG Vilshofen, Gabriel und Michael, beide im Krieg, Christoph, Georg, Thomas, Euphrosina, und Maria, Euphrosina ist da, die anderen vertreten durch Abraham Hausner, ihren Vormund.

Auch eingige andere Personen kommen in den AMP vor. Wohl Namensidentität zwischen Hauser und Hausner!


In den Matriken von Heining zahlreiche Einträge zu ""Paul Pfaffinger/Pfäffinger"", Bauer ""auf der Franzened"". Z.B. Taufe seines Sohnes Simon, 28. Oktober 1717: https://data.matricula-online.eu/de/deutschland/passau/passau-heining/002/?pg=148"
29669,"Es dürfte wohl eine Namensgleichheit zwischen Hauser und Hausner bestehen.

Zu etlichen Mitgliedern der Familie Hausner/Hauser gibt es einen interessanten Eintrag in Ahnenfoschung.net:
[aus: Hauptstaatsarchiv München, ""weitere Bände der Landshuter Abgabe 1979""]

https://forum.ahnenforschung.net/showthread.php?t=69045&highlight=Lycke&page=79
Dort:
f. 99 ff, Erbschaftsquittung über das an seine Geschwister bzw. deren Nachkommen ausgeschüttete Erbe des Bartholomaeus Hausner an der Franzenedt. 300 fl. Die Erben quittieren der Ehefrau Margaretha, ihrer Schwägerin bzw. ""Maimb"", und ihrem neuen Ehemann Paul Pfäffinger, daß sie 300 erhalten haben. Die Erben sind: Abraham Hausner am Bauern-Gut im Haarschedl, Gertraud, Witwe des Adam Pfaffenbauer auf der Scheuröck, LG Vilshofen, Euphrosina, Witwe des Leonhardt Peter Müller auf der Gaissa, Bistum Passau, alle 3 anwesend, die Kinder des + Veit Hausner am Schmutzer-Hof, LG Vilshofen, Johann, Ursula, Catharina, Johann anwesend, vertritt seine Schwestern, die Kinder des + Jacob Hausner am Dainabauern-Gut zu Heining, Bärtlme und Anna, Anna ist anwesend und vertritt ihren Bruder, die Kinder des + Stephan Sagmaister, LG Vilshofen, Gabriel und Michael, beide im Krieg, Christoph, Georg, Thomas, Euphrosina, und Maria, Euphrosina ist da, die anderen vertreten durch Abraham Hausner, ihren Vormund.


"
12362,"Unklar, ob es sich bei ""Freyburg"" um den Familiennamen oder eine Ortsbezeichnung(?) handelt.
Es würde eine niederadelige Familie von Freyburg (ab 1703) geben: https://de.wikipedia.org/wiki/Freyburg_(Adelsgeschlecht)"
39329,Bis 1734 im Besitz des Hochstifts Passau. https://de.wikipedia.org/wiki/Schloss_Mautern
27345,Bezüglich der Waren macht nur die Verknüpfung mit Johann Resch aus Salzburg Sinn.
11789,https://www.archivinformationssystem.at/detail.aspx?ID=2801573
39332,"Der Zusatz ""Glashändler"" ergibt sich aus den verkauften Waren und dient der Unterscheidung mit einem weiteren Händler ""Peter Mayr"", der aber sicherlich nicht mit diesem, nur mit Glaswaren handelnden Peter Mayr identisch ist. Siehe auch die aktiven Jahre. Der Glashändler um 1710, der allgemeine Händler deutlich später.
Der Glashändler Peter Mayr aus Oberplan stirbt 1729 (siehe dort)."
16693,"Mayer war Lebzelter in Passau (daher auch die Wachslieferungen) und Testamentsvollstrecker von Lukas Kern (auch Ratsmitglied), 1761 machte er eine Zustiftung zum Waisenhaus in Form eines Gartens:
Siehe die Entstehungsgeschichte des Kern'schen Waisenhauses in Passau: http://www.kinderheim-passau.de/Entstehungsgeschichte.aspx"
6231,"Der Brillenmacher Sandinger ist Gegenstand einer ""Legende"" um die Gnadenmutter von Tirschenreuth. Laut dieser stammte er aus ""Dornstein""  [wahrscheinlich Thanstein] bei Rötz [im Bayrischen Wald]. https://www.krippen2004.de/krippenzubehoer/feuer-oefen--marterl/tirschenreuther-wegmarterl.php"
1786,"Bürgerlicher Handelsmann. Merkantilprotokoll, fol. 388v."
6641,"Bürgerlicher Handelsmann. WStLA, Einzelstück 1.2.4.7.1.A4.7062 (Stiftbrief): https://www.wien.gv.at/actaproweb2/benutzung/archive.xhtml?id=Stueck++ee54fa0f-ae85-4489-af0b-e9dc99f4727eVERA#Stueck__ee54fa0f-ae85-4489-af0b-e9dc99f4727eVERA"
39333,"Steyrgarsten ist identisch mit Garsten. Der Zusatz ""Steyr"" diente der Unterscheidung zu Windischgarsten."
10312,"Steyrgarsten ist identisch mit Garsten. Der Zusatz ""Steyr"" diente der Unterscheidung zu Windischgarsten."
27530,"Der Familienname ""Frech"" ist heute noch in Garsten bzw. Steyr anzutreffen. In der Matriken von Garsten waren jedoch nur Einträge zu Ferch, Ferg oder Förg zu finden."
1318,"Quelle: ""Magus"".
Siehe aber die anderen Mitglieder der Fmailie Magnus, die aus Orten am Inn kommen.

In den Matriken von Nußdorf am Inn zahlreiche Nennungen zu ""Mangs, Magus, Magens""."
12492,"Ort könnte auch: Gerasdorf, Gerersdorf oder auch eine Verschreibung von Perasorf (auch dort gibt es einen Thomas Wibmer) sein."
39335,"Nachname Quelle: ""Harting""."
38149,"""Pfahlbauern""?"
23683,"Lanz Matthias scheint in den Trauungsbüchern der Pfarre Gottsdorf (Passau) als Fleischer auf:
http://data.matricula-online.eu/de/deutschland/passau/passau_gottsdorf/004_02/?pg=23
Das passt auch zu den Transporten von rohen Kuhhäuten."
16083,"Die Zuordnung zu Grafenau (im Mühlviertel) und nicht zu einem der möglichen Orte G. in Bayern erfolgt bei allen Persnen über eine Kombinatoin der Informationspartikel: Familienname (der in weiteren Orten im Umkreis von G. im Mühlviertel in den AMP nachgewiesen werden kann) und ortstypische Transportgüter (Leinwand, Rupfen, Dung etc.). Nur eine einzige der unter Grafenau in den AMP genannten Personen entspricht nicht vollständig dieser Zuordnung: Matthias Ziech, der Glaswaren transportiert. Hier wäre auch an den Ort G. im Bayerischen Wald zu denken. Da es jeoch auch zahlreiche Glashütten im oberösterreichischen Mühlviertel gegeben hat, vor allem in den Wäldern rund um das Stift Schlägl, wurde auch diese Person bei G. an der Donau belassen. Diese Zuordnung müsste aber beim Vorliegen von weiteren Datensätzen nochmals überprüft werden.
Zu den Glashütten im Mühlviertel siehe: Pillwein, Der Mühlkreis (Linz 1843) passim."
31893,"Siehe auch die Einträge in der Kremsdatenbank zu Matthias Graf aus Graz. Zahlreiche Einträge zur Kaufmannsfamilie Graf in: Fritz POPELKA, Geschichte der Stadt Graz, 2 Bde. (Graz 1928/1935), Namensregister in Band 2."
12716,"Goldschläger in Augsburg. Georg Paula, Die Meister und Gesellen der Augsburger Malerzunft von 1648 bis 1827, in: Zeitschrift des Historischen Vereins für Schwaben 92 (1999) 91-138, hier 110."
8896,"Goldschmied in Augsburg. Geb. in Woikowitz. ""Er erscheint 1691 in Augsburg, wo er 1709/12 und von 1715/16 Vorsteher der Goldschmiede, ebenso von 1703/06 und von 1724/26 Beschaumeister der Goldschmiede war. Zeckl heiratete dort 1619 Anna Maria Swenperger und 1694 in zweiter Ehe Johanna Weckbecher. 1703 erscheint Johann Zeckl in der Liste der Brünner Goldarbeiter."" 
http://www.suedmaehren.at/?wikiembed-url=http%3A%2F%2Fwww.suedmaehren.at%2Fwiki%2Findex.php%2FJohann_Zeckl&wikiembed-title=Johann_Zeckl; https://www.wissner.com/stadtlexikon-augsburg/artikel/stadtlexikon/mair/4684"
29901,"In Wels war die bedeutende Händlerfamilie Grezmüllner ansässig. Vgl. Aspernig/Kalliauer, Welser Stadtplatz (2002) 48."
27826,"Gastwirt. Vgl. Aspernig/Kalliauer, Welser Stadtplatz (2002) 50."
39007,"Kaufmann in Wels. Vgl. Aspernig/Kalliauer, Welser Stadtplatz (2002) 126."
13330,"Fabrikant für die Erzeugung von englischem und niederländischem Tuch, Niederleger, Protestant. Vgl. Scheutz, Legalität, 219."
4946,"Eintrag Taufregister von Untergriesbach: Taufe am 30. April 1691 (Vater war Fleischhacker)
http://data.matricula-online.eu/de/deutschland/passau/untergriesbach/004/?pg=119
Siehe auch: http://data.matricula-online.eu/de/deutschland/passau/untergriesbach/004/?pg=509"
1950,"In den Matriken von Untergriesbach als ""Senator et Tinctor"" geführt: Z.B. http://data.matricula-online.eu/de/deutschland/passau/untergriesbach/004/?pg=276"
3765,Zahlreiche Nennungen zur Familie Kapeller (Cappeller) in den Matriken von Untergriesbach.
17196,Zum Vorkommen der Familie Sperl in Untergriesbach vgl. Sperl Gabriel.
14704,Zahlreiche Einträge in den Matriken von Untergriesbach. Siehe auch Stubeck Maximilian.
33849,"Beham für ""Böhmen"" scheint in diesem Zusammenhang unwahrscheinlich, da die Firma bayerisches Bier und Branntwein liefert; der Abfahrtsort des Schiffes, Deggendorf, würde jedoch wieder für einen Bezug zu Böhmen sprechen. Einer der beiden Beham-Orte am Inn (OT von Malching bzw. Hartkirchen) ist ob Abfahrt Deggendorf unwahrscheinlich. "
38046,"Evtl. könnte hier Böhmen mit Beham gemeint sein, da Franz mit Hopfen kommt, jedoch wird ""Behamb"" auch als Zuordnung zum Schiff angegeben, was Böhmen zwar nicht gänzlich ausschließt, aber doch eher unwahrscheinlich macht. Hopfenanbau war im 18. Jahrhundert in Bayern weit verbreitet und es existieren drei Orte Beham in Bayern.
Verbindung zu ""Franz Johann"" in Schwäbisch Gmünd unwahrscheinlich."
4036,"Spezerei- und Kramhändler in Regensburg. Paritius, Das jetzt-lebende Regensburg (1722) 112. Evtl. wurde das Bier nicht von Frendl, sondern von Christoph Friedl, Wirt im Storchen in der Osterwacht transportiert. Ebd., 133."
5632,"Evtl. identisch mit dem gleichnamigen Linzer Gastgeb. Kreczi, Linzer Häuserchronik, 70."
37504,"Wahrscheinlich ist ""Griesbach (Untergriesbach)"", jedoch konnte für F.W. im Gegensatz zu allen anderen Personen aus ""Griesbach (Untergriesbach)"" kein einziger Beleg in den Matrikelbüchern von Untergriesbach gefunden werden, daher bleibt G. nicht eindeutig identifizierbar."
39342,https://heimatforschung-noe.blogspot.com/2011/10/die-st-agatha-kirche-in.html
301,"Bürgerlicher Handelsmann. Merkantilprotokoll, pag. 859."
13412,"Johann Adam Jezinger, bürgerlicher Handelsmann. Merkantilprotokoll, pag. 537."
1630,Archiv für Sippenforschung und alle verwandten Gebiete 30/31 (1964) 490 [prüfen].
7905,"C. J. Wagenseil, Versuch einer Gechichte der Stadt Augsburg. Ein Lesebuch für alle Stände. Des vierten Bandes zweyte Hälfte (Augsburg 1822) 439f."
27324,"Alfred Dreier, Wartenberg und die Wittelsbacher: Festschrift aus Anlass des Festjahres 1980 im Markt Wartenberg (Wartenberg 1980) 126. Dort ebenfalls mit der Namensform ""Zaller""."
830,"Paritius, Regensburg (1722) 124. Beruf: ""Neiberschmied"""
13047,Die Plankenmühle liegt in Neufelden.
