ladungId,bemerkung
193242,Wert der Schweindel: 1 1/2 fl. pro Tier.
193307,Gebühr berechnet.
230011,Gebühr z.T. berechnet.
193326,Von der Herrschaft Marsbach nach Linz.
193340,Transport von Aschach aus.
193392,12/4 Stück Tuch à 3 1/2 Zentner
193553,Wein der diesjährigen Lese in Niederösterreich.
193566,Der Passbrief umfasste insgesamt 500 Zentner Schwefel.
193625,Gesamtgebühr: 2 ß.
193639,Wert der Schweindel: 2 fl. pro Tier. Gebühr z.T. berechnet.
193725,Der Passbrief umfasste insgesamt 36 Eimer Wein.
193892,Für den Jahrmarkt in Aschach.
194052,Von der Seeauischen Herrschaft Helfenberg.
194074,In der Quelle kein Transportgut angegeben.
194112,"Kraut, das ""in der Au angelegt"" wurde."
194128,Wert: 2 fl. pro Tier.
194140,Für die abgebrannte Kirche.
193845,Der Passbrief umfasste insgesamt 9000 Metzen Weizen.
194197,Transport über Regensburg und Ulm.
194198,"Der Passbrief umfasste vermutlich eine größere Menge Hafer, da die Ladung auf Abschlag erfolgte."
194201,"Bau- und Zehentwein, der in diesem Jahr in Niederösterreich gelesen wurde. Da das Kloster nur für 24 Dreiling mautbefreit war, mussten 192 Eimer voll vermautet werden."
194218,Wein der diesjährigen Lese in Niederösterreich.
194262,Gebühr berechnet.
194253,"Transportgut Quelle: "" farelln im muschl"" [?]."
194242,Der Passbrief umfasste insgesamt 1000 Zentner Blei.
194270,Lesung des Nachnamens unsicher. Gewicht des Messings: 35 Pfund.
194281,keine Angabe der Güter
194592,Der Passbrief umfasste insgesamt 10000 Metzen Hafer.
194593,Der Passbrief umfasste insgesamt 300 Mut Weizen aus Ungarisch-Altenburg.
194679,zahlt von der Hälfte
194716,"Wein der in diesem Jahr in der Gegend von Klosterneuburg, Königstetten und Krems gelesen wurde."
194735,Wein der heurigen Lese in Niederösterreich.
194775,Gebühr berechnet.
194782,Gebühr berechnet.
194810,"Bagage, die aus Rom zurückgeschickt wurde. Vorname ergänzt."
194821,Weitertransport zur kaiserlichen Armee in Ungarn.
194824,Einzelgebühr z.T. nicht ermittelbar.
194839,Transport über Steyr und Regensburg nach Holland.
194886,Wein der diesjährigen und letztjährigen Lese.
194941,Gewicht: 11 Zentner.
195009,Transport von Linz herauf.
195015,Transport von Landshaag aus.
195064,Gebühr berechnet.
195087,"Wein ""zum fillen""."
195088,"Keine Gebühr, da die Ware bereits in Passau abgelegt wurde."
195089,"Keine Gebühr, da die Ware bereits in Passau abgelegt wurde."
195461,Gebühr berechnet.
195137,Quelle: Kein Transportgut angegeben.
195243,Gewicht: 12 Pfund.
195257,Gewicht der Kupferanteils: 30 Pfund; Gewicht des Silberanteils: 6 5/8 Pfund.
195434,Gebühr berechnet.
195264,Gebühr berechnet.
195471,Gebühr des Weizens berechnet.
195485,Die Gebühr wurde statt in Geld mit etwas Naturalien bezahlt.
195525,"Wollware für die eigene Bekleidung: ""wohlen wahr zu aignen klaidt""."
195531,Harrasware: 2 Stück.
195642,Für die ksl. Armee in Ungarn.
195815,Die Wachskerzen werden jährlich vom Erzhaus Österreich gestiftet.
195896,Das Bier und der Treber aus dem klösterlichen Brauhaus zu Landshaag.
195945,"Wein zur ""Vorlage und Bestellung""."
195964,"""etlich armen tagworhern""."
196068,Die Güter wurden am Linzer Markt eingekauft.
196211,"Die bereits donauabwärts vermautete Ware ging zurück, weshalb nur die Hälfte der Mautgebühr fällig war."
196212,Jährliche Stiftung des Erzhauses.
196243,"Mautbefreiung aufgrund von ""Nachbarschaft""."
265336,Abgabe etlicher Pfund Kastanien als Mautgebühr.
196369,Gewicht: 3/4 Zentner.
190291,"Es ist unsicher, ob sich die Ladung auf dem Fahrzeug Schöffmanns befand. Evtl. vergaß der Schreiber, ein Fahrzeug Schidlers zu notieren."
196508,Teilgebühren berechnet. Sie stimmen nicht mit der in der Quelle angegebenen Gesamtgebühr überein.
196528,"Name Quelle nur ""Jacob Oswalt""."
196629,Quelle: Kein Transportgut angegeben.
196810,Von diesen 950 Yhrn Wein waren 131 Yhrn für unterschiedliche Minister und Räte am Kaiserhof bestimmt.
196841,Gebühr berechnet.
196851,Gebühr z.T. berechnet.
196817,"Gebühr berechnet. Zur Vergebührung siehe pag. 967. Die Zuschreibung zu Johann Rieder in Aschach (pag. 964) war offenbar falsch. Wer der Empfänger in Wels war, ist nicht ersichtlich."
196910,"Die Ware ging zurück; da sie bereits stromabwärts vermautet wurde, war nur die Hälfte der Gebühr fällig."
196944,Vom Kaltenhausener Keller bei Salzburg.
197571,Mautgebühr unsicher. Gesamtgebühr für 100 Yhrn Wein und 4 Kisten Viktualien: 5 fl.
196977,Wert: 108 Gulden.
196992,Gebühr berechnet.
196993,Gebühr berechnet.
197029,Gewicht: 5 Zentner.
197039,Gebühr z.T. berechnet.
197086,Quelle: Kein Transportgut genannt.
197181,Dachstuhl für das Schlossgebäude in Göllersdorf sowie Stangen für die jungen Bäume.
197186,Wert der Schweine: 1 fl. pro Tier.
197201,Gewicht Quelle: 8 Pfund und 4 Lot Seide.
197266,Gebühr berechnet.
197286,"Quelle: ""rosenwein äpfl""."
197308,Lieferung für den bevorstehenden Türkenkrieg.
197350,"Quelle: ""Kannstannz und Jungwürth""."
197392,Evtl. Bau der Peters- oder der Karlskirche.
197439,Pulver aus der Festung Philippsburg.
197475,Wert der Schweine: 1 1/2 fl. pro Tier.
197480,Gebühr berechnet.
197510,Gebühr berechnet.
197517,"zu seiner ""Hofstadt"""
197556,Gebühr berechnet.
197623,"Nachname Quelle: ""Stindtlin"" [?]"
197682,Von der Herrschaft Altenhof nach Linz.
197744,Gebühr berechnet.
264930,"""lähr an pauholz""."
197968,"Nachname Quelle: ""Mei""."
197986,In der Quelle kein Transportgut angegeben.
198003,Pistolenpaare à 110 Pfund
198107,Der Passbrief umfasste insgesamt 300 Zentner Kupfer. Weitertransport ins Heilige Römische Reich ausgeführt.
198171,Gebühr berechnet.
198172,Gebühr berechnet.
198174,Gebühr berechnet.
198327,Wein der vorjährigen Lese in Niederösterreich.
198372,Für den Aschacher Markt.
198410,"Herkunft Quelle: ""Leitersdorff""."
198413,"Nachname Quelle: ""Nenter"" [?]"
198432,Der Passbrief umfasste insgesamt 50000 Dachziegel für das Kirchengebäude.
198690,"Bei dem Hafer handelt es sich um Erbgut, welches von seinem Vettern und Pfarrer von Hartkirchen, Konrad Mutschler stammt."
198691,"Es handelt es sich um die Bibliothek des verstorbenen Pfarrers von Hartkirchen Konrad Mutschler, welche der Prälat von den Erben Mutschlers erworben hat.
Quelle: Prälat zu Paumbgartten"
198697,"zu den Weinbergen des Hochstiftes in ""Österreich"""
198755,Laut ksl. vidimierten Passbrief auf 420 Mut schweres Getreide; 24 Mut Stockerauer Maß.
198763,Laut ksl. Passbrief vom 7.2.1652
198782,zum eigenen Renthof in Königstetten
198808,Einheit wurde ergänzt
198882,seine eigenen Mobilien
199990,"Quelle: ""Excell. Marchus Guadagnini""."
199001,Aus dem Aschacher Herrschaftskasten.
199149,Mautbefreiung auf Bewilligung der Herrschaft.
199246,Wein von der vorjährigen Lese in Niederösterreich.
199253,Passbrief umfasste insgesamt 300 Zentner Kupfer.
199269,Keine Einzelgebühr angegeben.
199270,Keine Einzelgebühr angegeben.
199271,Keine Einzelgebühr angegeben.
172265,"Quelle: ""reiß zur anleg passiert""."
178818,"""iedes halber thail""."
199272,Transport über Wien und Linz auf dem Inn nach Hall in Tirol.
184834,"Die holländische Leinwand diente als Tischzeug; die Tuche für die Livree [der Dienerschaft] verarbeitet, die Tapisserie diente der Ausstattung von drei Zimmern."
184835,Ca. 100 Eimer Mosler Wein; 1 Fass Bleichert Wein.
199284,Gebühr berechnet.
199780,"Nachname Quelle: ""Okho""."
199395,"Da die Bücher bereits donauabwärts vermautet wurden, war nur die Hälfte der Gebühr fällig."
199481,Das Holz kommt aus dem Kloster Wilhering.
199652,Zum Verkauf in Ottensheim.
199721,Dieser Eintrag befindet sich in der Quelle auf Seite 425 als Nachtrag.
199722,Dieser Eintrag befindet sich in der Quelle auf Seite 425 als Nachtrag.
199723,Dieser Eintrag befindet sich in der Quelle auf Seite 425 als Nachtrag.
199724,Dieser Eintrag befindet sich in der Quelle auf Seite 425 als Nachtrag.
199981,"Quelle: ""Lechner und Castellini""."
171817,"Nachname Quelle: ""Grundemann""."
200078,"Quelle: ""herrschafftl. haus victualien""."
200090,Gebühr berechnet.
200661,Gebühr berechnet.
66125,Vom Kloster Engelszell.
200187,Wert der Frischlinge: 2 fl. pro Tier.
200208,"Name Verschreibung: ""Johann Alliuß Alliuß""."
200284,Der Passbrief umfasste insgesamt 60000-70000 Metzen Hafer; 5500 Metzen waren bereits abgeführt worden.
200286,zu Wien
200344,Wein von der vorjährigen Lese in Niederösterreich.
70669,Vom Herzog von Lothringen.
70670,Vom Herzog von Lothringen.
70672,Vom Herzog von Lothringen.
200535,Von der Herrschaft Waidhofen/Ybbs ausgehend.
200658,Gebühr berechnet.
72403,Für ein Kleid.
200659,Ware nicht eindeutig identifizierbar.
200956,Gebühr berechnet.
251495,Lesung des Transportguts unsicher.
200779,Gebühr berechnet.
200780,Gebühr errechnet.
72887,"Zielort Quelle: ""hasslacher salzniderlaag zu Landtshaag""."
201281,"Nachname Quelle: ""Diener""."
74507,"Nachname Quelle: ""Pamer"" [?]"
201512,"Nachname Quelle: ""Fasichler""."
201036,Der Passbrief umfasste insgesamt 800 Flinten und 800 Paar Pistolen.
75335,In das kaiserliche Hauptzeughaus in Wien.
223481,"Nachname Quelle: ""Schwizer""."
76631,"Nachname Quelle: ""Pommer""."
436,Für ein Kleid.
77231,Gebühr berechnet.
104210,Gebühr berechnet.
77598,Gebühr z.T. berechnet.
78010,Vom Kloster Engelszell.
159362,Ware: Evtl. Mäntel statt Mandeln.
201565,"Der Passbrief umfasste insgesamt 60000-70000 Metzen, wovon bereits 18035 Metzen abgeführt wurden."
201852,Verehrung für den Kaiserhof.
201935,Wein der vorjährigen Lese.
202067,Transport von Salzburg nach Aschach.
202186,2 Kisten.
202214,Gebühr berechnet.
202222,Zuordnung der Person unsicher.
81972,Gebühr berechnet.
80882,"""gmain laden an flessen"""
79797,"""gmain laden an flessen""."
228857,Das Eisen stammte von der Herrschaft Waidhofen/Ybbs.
202426,Waren für den Aschacher Jahrmarkt.
202440,Der Passbrief umfasste insgesamt 600 Zentner.
202466,Hauptgewerkschaft der Stahl- und Eisenhandlung
202692,Die Bagage des verstorbenen Botschafters ging zurück nach Holland.
202693,Die beiden Passbriefe beliefen sich auf je 100 Zentner Kupfer. Weitertransport von Regensburg nach Ulm.
202957,"Transportgut: ""dachet""."
131833,"Quelle: Brauhaus ""Griessenau""."
202902,"Die Fahrzeuge sind gleichzeitig das Handelsgut: ""2 pletl zum verkauffen nach linz""."
98402,Menge errechnet.
98502,Von der Herrschaft Altenhof nach Linz.
99122,Verkauf an etliche Bauern in Haibach.
202983,Transport von München nach Wien.
203003,"Mautsumme der gesamten Lieferung: 28 Pfennig.

"
188233,Der Passbrief umfasste insgesamt 200 Zentner Kupfer.
182375,Der Passbrief umfasste insgesamt 600 Mut Korn und Weizen.
90139,Der Passbrief umfasste insgesamt 3000 Zentner.
9399,"Transportgut Quelle: ""schwein wein""."
90158,Von der Herrschaft Langhalsen.
90433,Der Passbrief umfasste insgesamt 600 Zentner.
91145,Ladung kommt aus Straßburg.
203306,Quelle: 7 Pfund 1 Schilling Fuder Salz.
92165,"Nachname Quelle: ""Braoner""."
92307,Aus dem Aschauer Ziegelstadel.
92312,"Nachname Quelle: ""Bischet""."
203445,Gebühr geschätzt.
204908,Der Passbrief umfasste insgesamt 50 bis 60 Dreiling Wein.
203446,Gebühr geschätzt.
203447,Gebühr geschätzt.
204980,"Nachname Quelle: ""Bussany""."
203453,Der Passbrief unfasste insgesamt auf 100 Pferde.
94602,Zurückgehendes Gut.
95153,Gebühr errechnet.
193047,"Nachname Quelle: ""Bararini""."
95187,"Die Ware wurde zurück transportiert, daher war nur die Hälfte der Gebühr fällig."
95196,Von Rannariedl nach Linz.
95214,"""wein zur verehrung""."
95332,Zurückgehendes Gut.
95340,Die Ware ging zurück. Daher war nur die Hälfte der Maut fällig.
95293,Die Ware ging zurück. Daher war nur die Hälfte der Maut fällig.
95295,Jährliche Stiftung des Erzhauses Österreich.
95255,Der Wein wurde vom Bischof nach Wien geschickt.
95623,Evtl. Lieferung für den Bischof von Bamberg und Würzburg.
95839,Von der Herrschaft Waidhofen an der Ybbs.
198328,Von der Herrschaft Waidhofen an der Ybbs.
203718,"Laut Passbrief von Herrn Grafen Nostitz, Kommandanten in Prag. Das Passbrief umfasste insgesamt 268 Stück Musketen und Flinten für das Guttenstein'sche Regiment zu Fuß, sowie 500 Paar Pistolen für das ""Reising- und Merzische Kürassierregiment""."
179378,"Nachname Quelle: ""Canner"" [?]."
96424,"Anzahl Quelle: ""20 Stück""."
96482,Evtl. ist diese Ladung der verwiteten Referendarin Maria von Florentin zuzuordnen.
96537,Zur Auspflasterung der Kirche.
204166,"Quelle: ""General parreither regth.""."
96699,Gebühr berechnet.
203840,Gebühr berechnet.
97859,Für den Wallfahrtsorte Maria Taferl.
203875,Gut unsicher - ergänzt.
203944,"Nachname Quelle: ""Verethlayrer""."
99670,Wert der Sträbäume: 5 fl.
134871,"Nachname Quelle: ""Hierner""."
100699,Von Altenhof nach Linz.
203945,"Beim hier genannten Hofkriegsrat ""Locherer"" muss es sich um Karl von Locher, Freiherr von Lindenheim handeln."
203947,"Beim hier genannten Hofkriegsrat ""Locherer"" muss es sich um Karl von Locher, Freiherr von Lindenheim handeln."
203975,Mautsumme geschätzt - nicht genau bestimmbar.
203976,Mautsumme geschätzt - nicht genau bestimmbar.
203969,Mautsumme geschätzt - nicht genau bestimmbar.
204043,Der Passbrief umfasste insgesamt 250000 Flintensteine.
204084,"Es folgt eine Streichung betreffend Elfenbein, das in Burghausen verblieben ist."
102538,Von Altenhof nach Linz.
102556,Der Passbrief umfasste insgesamt 300 Zentner.
102878,Vom Kloster Niederaltaich für die Pfarrkirche Spitz.
102928,16 erbeutete spanische Pferde.
204194,Unbekannte Anzahl an Pferden für den Feldmarschall.
204517,"Nachname Quelle: ""Couvereet""."
204259,Zuordnung unklar. Evtl. gehörte die Ladung den Hafnern aus Obernzell.
64591,Der Met befand sich in kleinen Fässeln.
204502,"Quelle: ""Gioseppi Fratelli""."
218577,"Nachname Quelle: ""Huebmer""."
104976,In der Quelle keine Einheit angegeben.
104993,Gebühr berechnet.
105068,Von Aschacher Fleischhackern gekauft.
204584,Transport über Steyr und Regenspurg nach Holland.
204767,"Zugeordnete Person unsicher. Quelle: ""Graf Trukhsis""."
105174,"""zu kürchen stiell nach Maria hillf in Wienn""."
105180,Vom Passauer Stephanimarkt nach Linz.
105337,Der Passbrief umfasste insgesamt 300 Zentner.
204680,Gebühr errechnet.
204721,Transport ab München. Der Passbrief umfasste insgesamt 200 Mut Korn.
105638,Gebühr berechnet.
105976,"Die Juchten gingen zurück, daher war nur die Hälfte der Gebühr fällig."
105981,"Die Leinwand ging zurück, daher war nur die Hälfte der Gebühr fällig."
106016,Für den Seiler in Wegscheid.
193140,"Nachname Quelle: ""Fespelmayr""."
204751,Zum Kirchenbau.
106427,"Nachname Quelle: ""Eutl""."
204813,Am Linzer Markt erworbene Hausnotdurften.
106637,Für das ksl. Kürassierregiment Graf Cordoba.
106697,"Die Ware ging zurück, weshalb nur die Hälfte der Gebühr fällig war."
106699,Der Zucker ging zurück.
106754,Wert der Schweine: 2 fl. pro Tier.
205523,"Nachname Quelle: ""Freudenberger""."
204894,Gesamt: 1320 Stück
204900,Gesamt: 2150 Stück
204901,Hierbei dürfte es sich um Holzwaren handeln.
107147,Jährliches Holzkontingent der Gräfin.
204981,Hafer aus dem Herrschaftskasten von Aschach.
204982,Gesamt: 2400 Stück
107335,Weinfässer zum Verkauf.
205057,Wert der Schweindel: 2 fl. pro Tier.
205084,Quelle Nachname: Wassend
205106,Zuordnung der Person sowie Mautgebühr unsicher.
205124,"Quelle: Gut ""Latten (gemein)"" ist nicht eindeutig, da in der Quelle nur ""Gmain"" steht; evtl. könnten auch gemeine Laden gemeint sein. "
107474,Holz aus dem klostereigenen Forst bei St. Peter.
201349,"Quelle: ""1/8 c. zihn halb bley""."
107661,Der Passbrief umfasste insgesamt 3000 Zentner Kupfer.
107673,Für Kaiser Karl VI.
107760,"Der Passbrief umfasste insgesamt 10000 Metzen Hafer, wovon bereits 65 Mut ausgeführt wurden."
205157,Quelle: Neuburgisches Regiment zu Pferdt
210608,"Nachname Quelle: ""Kübel""."
205249,Von der Herrschaft Rannariedl nach Linz.
210607,"Nachname Quelle: ""Kübel""."
205300,2 1/2 Zentner Blei entsprechen bei dieser Ladung 2 Stück.
205423,Vom Bergwerk in Bayern als ksl. Gut.
210606,"Nachname Quelle: ""Kübel""."
205444,Der Passbrief umfasste insgesamt 400 Zentner. Ausfuhr über Regensburg und Ulm.
205461,Import aus dem Heiligen Römischen Reich. Zum Bedarf der heurigen Feldoperationen.
108195,Wert der Decken: 24 fl.
108237,"Einheit Quelle: ""Stück""."
108281,Gebühr berechnet.
108351,"Nachname Quelle: ""Eschenlocher""."
108404,Von der heurigen Lese in Niederösterreich.
16704,"Nachname Quelle: ""Engl""."
112466,"Nachname Quelle: ""Engl""."
108604,Transport von der Ranna nach Linz.
108788,Die Ladung teilten sich Franz Eder und Stift St. Peter.
109375,"Der Passbrief umfasste insgesamt 3000 Zentner, 1400 Zentner wurden bereits abgeführt."
109462,Das Bier stammte aus Landshaag.
205715,Wein des Jahres 1710.
112566,Von der heurigen Lese in Niederösterreich.
109782,Wein von der heurigen Lese in Niederösterreich.
109783,Wein von der heurigen Lese in Niederösterreich.
109807,"Transportgut Quelle: ""rämben""."
109840,Der Passbrief umfasste insgesamt 100 Yhrn Wein.
109997,"Empfänger ergänzt, in der Quelle nicht genannt."
205918,Die Herkunft der Person ist wahrscheinlich in der Quelle falsch angegeben. Richtig wahrscheinlich Salzburg.
110218,Der Passbrief umfasste insgesamt 100 Yhrn Wein und 4 Kisten Viktualien.
110219,Der Passbrief umfasste insgesamt 100 Yhrn Wein und 4 Kisten Viktualien.
110221,Der Passbrief umfasste insgesamt 100 Yhrn Wein und 4 Kisten Viktualien.
110223,Der Passbrief umfasste insgesamt 100 Yhrn Wein und 4 Kisten Viktualien.
110495,tuech und ewtas seidenwaar
110577,Der Passbrief umfasste insgesamt 600 Zentner Kupfer.
111636,Für den Bau der ksl. Bibliothek.
111672,Gebühr berechnet.
111708,Gebühr berechnet.
112576,Zum Bau der ksl. Bibliothek.
113079,Bodenladen: keine Einheit angegeben.
113587,Quelle: Kämmerer und Vizedom.
206355,"Pfeffer: Einheit"" ""Zentner"" ergänzt."
113728,"3 leere Flöße ""an Bauholz""."
210482,"Nachname Quelle: ""Amadeini""."
206441,Wert der Schweine: 3 fl. pro Tier.
206451,Vom Hochstift Freising in die Herrschaft des Hochstifts Ulmerfeld.
206465,Der Hafer wurde in Passau gekauft.
206472,"Der Passbrief belief sich auf insgesamt 200 Mut Weizen und 200 Mut Korn. Empfänger Quelle: ""zu versehung deren kay. berg und schmelzwerkher zu Schwaz""."
114827,Gebühr berechnet.
114828,Gebühr berechnet.
114907,"Transportgut Quelle: ""gescheibnes glas""."
115199,"Nachname Quelle: ""Dicardi""."
115459,Für die Hofhaltung des Kurfürsten.
115688,"Nachname Quelle: ""Prel""."
116468,"""an die kay. hrn. spadecker zu Wienn""."
206841,"Name Quelle: ""Worhorda Wisin""."
116535,Ein Floß an Bauholz.
116730,"""Zur Hausnotdurft""."
116824,Gebühr z. T. berechnet.
206869,Zielort ergänzt.
117016,Für den Bau der Bibliothek.
206879,Gebühr berechnet.
206883,"Lesung ""Hafnertiegel"" unsicher, Quelle: ""haffn delhn"" [?]."
207150,"Quelle: ""1 neuen wagen oder schwimmerl""."
117228,"Eintrag ""Bettzeug, Pomeranzen"": Gebühr berechnet."
117257,Gebühr berechnet.
117425,Für die ksl. Hoflivree.
117662,"Wahrscheinlich handelt es sich bei diesem Eintrag um eine Duplette, da er sich vom folgenden Eintrag nur in der Nennung des Namens unterscheidet."
117880,Gebühr berechnet.
207079,"Quelle: ""per floßmann"""
124456,Gebühr berechnet.
125354,Gebühr berechnet.
125442,"Nachname Quelle: ""Nang""."
125464,"Nachname Quelle: ""Moreth""."
125617,"Quelle: Keine Einheit angegeben, ergänzt."
125675,"Transportgut ""silberne Betenware"" unsicher. Evtl. nur ""Silberware""."
95099,Für den Kirchenbau.
125870,Für den Kirchenbau.
126110,Zuordnung der Person zum Transportgut unsicher. Evtl. Paul Freudenberger (Passau).
207186,Evtl. könnte es sich auch um eine Verschreibung handeln und Martin Wilhelm Deller gemeint sein.
132317,"Nachname Quelle: ""Maches""."
207212,"""Laden"" ergänzt."
207287,"Quelle: ""[Waffen] vor das löbl. graff Monteccuccolische regt. zu Suhl im Reich, so nacher Wien abgeführt werden"". Wahrscheinlich stammten die Waffen aus Suhl."
207375,Wird von Landshaag aus geführt.
134313,"Nachname Quelle: ""Kränner""."
134904,"Nachname Quelle: ""Scheinica/Scheimia""."
134964,"Nachname Quelle: ""Wanger""."
135173,"Nachname Quelle: ""Föber""."
135741,Für den Bau der Bibliothek.
39030,"Nachname Quelle: ""Eggelin""."
135914,Der Kardinal war bereits verstorben. Seine Leiche wurde schon vorher ebenfalls auf der Donau transportiert.
135991,"Nachname Quelle: ""Effingerin""."
136151,"""flessl an spännfehren""."
136322,Gebühren des Kleides und der Schuhe berechnet.
207565,"Empfänger Quelle: ""dem schmit passiert""."
137356,Gebühr berechnet.
207756,Gebühr berechnet.
137580,"Gebühr berechnet. Die Gebühr ist in der Quelle falsch angegeben, richtig müsste die Gesamtsumme 12 d. statt 8 d. lauten, die Gebühr für die 2 Kälber 8 d."
207658,"Angeführt sind nur ""36 Klafter"", wg. Mautgebühr Rückschluss auf Holz als Gut."
137956,"Nachname Quelle: ""v. Liechten""."
137957,"Nachname Quelle: ""v. Liechten""."
209569,"Nachname Quelle: ""Gemuntter""."
138960,Gebühr berechnet.
207749,Eigentümer am linken Rand nachgetragen.
207767,Transportgut ergänzt.
208535,Für den Bau eines Altars.
10182,"Nachname Quelle: ""Schniers""."
10376,Der Passbrief umfasste insgesamt 200 Karabiner und 200 Paar Pistolen.
10378,Der Passbrief umfasste insgesamt 966 Flinten und Bajonette.
10598,Der Passbrief umfasste insgesamt 600 Eimer Bier und 20 Eimer Branntwein.
10676,Der Passbrief umfasste insgesamt 250 Karabiner und 200 Paar Pistolen.
10835,Gebühr berechnet.
10864,Der Passbrief umfasste insgesamt 500 Eimer Bier.
208642,"Transportgut Quelle: ""loder""."
208655,Der Passbrief umfasste insgesamt 370 Lägel Quecksilber. Transport von Steyr über Regensburg nach Holland.
16671,Vom Brauhaus in Aschach.
16821,Zielort ergänzt.
208991,Von der Herrschaft Marbach aus.
17119,Der Passbrief umfasste insgesamt 600 Eimer Bier.
17125,Der Passbrief umfasste insgesamt 500 Eimer.
17140,Der Passbrief umfasste insgesamt 1500 Eimer Bier.
19604,Zum Bau der Kirche.
21635,Gebühr berechnet.
25810,"Nachname Quelle: ""Statthaubt""."
26194,Gebühr berrechnet.
208550,"Nachname Quelle: ""Eitl""."
209571,Quelle: Rilhalmb.
209572,Quelle: Rilhalmb
209591,Quelle: Kieperger
193523,Von Raitenhaslach zum Weingarten des Klosters in Niederösterreich.
209694,Von der Reichsstadt Nürnberg an den Kaiser.
30578,Von der Herrschaft Rannariedl.
31826,"Nachname Quelle: ""Reiz""."
31854,Gebühr berechnet.
35545,"Vom Fürststift nach Aggsbach, wahrscheinlich in die dortige Karthause."
74539,Gebühr berechnet.
210475,"Es ist nicht eindeutig, ob bei diesem Transport auch die im Passbrief genannten Viktualien tatsächlich transportiert wurden."
210480,"Name hier nur ""Locher""."
222595,Für den Bau des Gartengebäudes in Wien.
222444,"Herkunft Quelle: ""Gräfenstötten""."
222329,Haubitzen: Wahrscheinlich Haubitzenkugeln.
210650,Gebühr berechnet.
210707,"Nachname Quelle: ""Fäsichler""."
210760,Der Passbrief umfasste insgesamt 8000 Zentner Mehl.
210755,Quelle: Wolfgang
210756,Quelle: Wolfgang
210791,Der Wert der Frischlinge: 1 1/2 fl. pro Tier.
210836,Wert des Bischofstabs: 8 fl.
211031,"Der Passbrief umfasste insgesamt 10000 Metzen Hafer, von denen bereits 5090 Metzen abgeführt waren."
223844,Der Passbrief umfasste insgesamt 600 Klafter Holz.
211329,Der Passbrief umfasste insgesamt 30 Yhrn Wein.
211197,"Passbrief für Hafer umfasste insgesamt 10000 Metzen, wovon bereits 7090 Metzen abgeführt wurden."
211282,Kuhhäute zum Verkauf.
211283,Transport vom Kloster Engelhartszell.
211327,Gebühr berechnet.
211355,Zum Hausbau.
211356,"Der Passbrief umfasste insgesamt 60000-70000 Metzen, von denen 19042 bereits abgeführt wurden."
211372,"""ausgemachte Steine"": ""Steine"" ergänzt."
211538,Der Passbrief umfasste insgesamt 120 Karabiner und 120 Paar Pistolen.
80966,Gebühr berechnet.
80982,5 Flöße an Bauholz.
195085,Kein Transportgut angegeben. Evtl. Kastanien.
211730,Quelle: Francois Bey
211745,Gebühr berechnet.
211755,Der Passbrief umfasste insgesamt 20 Fass Wein.
211746,Gesamt 1450 Stück.
216073,"Transportgut Quelle: ""macalica""."
211762,Abfahrtsort ist Aschach.
211794,Mautgebühr für das Holz getrennt von der Mautgebühr für das Floß.
127304,"Nachname Quelle: ""Salzer""."
211827,Gesamtgebühr Quelle: 1 fl. 5 ß 10 d. Diese Gebühr stimmt mit der rechnerisch fälligen Gebühr von 24 d. pro Zentner nicht überein. Evtl. handelte es sich um 16 Zentner und 39 Pfund Kupfer.
214240,Der Passbrief umfasste insgesamt 200 Karabiner und 200 Paar Pistolen.
82244,"Vorname Quelle: ""Johann""."
84124,Gebühren berechnet.
136293,"Nachname Quelle: ""Zinhoel""."
212628,Gebühr berechnet.
212591,Der Passbrief umfasste insgesamt 1000 Zentner Pulver.
212597,Passbrief umfasste insgesamt 2300 Zentner Blei.
85547,Flöße an Bauholz.
212661,Vom Brauhaus des Klosters in Landshaag.
212662,Die Viktualien wurden in Linz gekauft.
212831,Gebühr berechnet.
213463,"Nachname Quelle: ""Fetz""."
213127,Gebühr berechnet.
213644,Der Passbrief umfasste insgesamt 1500 Stück.
213780,Von der Herrschaft Neuhaus zum Verkauf nach Linz.
213898,Gebühr berechnet.
214066,Quelle: 10 Pfund Fuder Salz.
214156,Quelle: Gebühr für das Holz falsch: Entweder Gebühr 24 d. oder Menge des Holzes 24 Klafter.
214158,Aus dem Presshaus Landshaag.
214319,"Vorname Quelle: ""Christina""."
229677,"Nachname Quelle: ""Sossenberger""."
218333,Lesung Gebühr unsicher.
3546,"Evtl. könnten die Mautschreiber hier den Familiennamen ""Gräpaur"" vergessen haben."
214602,Gebühr berechnet.
214481,Hausrat der Pasagierin.
214523,Almosen des Grafen für die Kapuziner im Weingarten.
214590,Gesamtmaut: 8 d; Einzelbeträge nicht ermittelbar.
229812,In das Haus des Klosters nach Linz.
214773,Nachname evtl. Verschreibung von Gräsl. Siehe Christoph Gräsl.
214701,1 Frauensack zu 6 Pfund.
214772,Quelle: 7 1/2 Pfund Fuder Salz.
214800,Der Passbrief umfasste insgesamt 500 Zentner Schwefel.
214850,Floß an Bauholz.
215061,Zur Ausbesserung des Brauhauses.
264630,Gebühr berechnet.
214978,"Nachname Quelle: ""Hechenberger""."
214960,Maut in d nicht erkennbar
214962,Maut in d nicht erkennbar
214979,Mautbeträge für Leinwand und Rupfen sind zusammengefasst.
215140,Der Passbrief umfasste insgesamt 12000 Zentner Munitionssorten und Bomben.
216590,Wert der Schreibkästen: 28 Gulden.
